user;waktu;Sentimen;lokasi;komentar
Rahwini Suwandi;5 tahun lalu;Positif;Museum Keraton;Menampilkan benda benda peninggalan keraton Sumenep
Bekti As;5 tahun lalu;Positif;Museum Keraton;Bersejarah infonyq
Rizka Aliyya;5 tahun lalu;Positif;Museum Keraton;Panas kurang menarik
Fathjar Hidayatulloh;5 tahun lalu;Positif;Museum Keraton;Not bad lah...
Nurinna Afiyah;5 tahun lalu;Positif;Museum Keraton;Kekayaan sumenep yang wajib dijaga
kang moko;5 tahun lalu;Positif;Museum Keraton;Kaya sejarah dan informasi
M Kholis;5 tahun lalu;Positif;Museum Keraton;Penuh sejarah
Mas Waie;5 tahun lalu;Positif;Museum Keraton;Tempat yang sejuk
Wahyu Dyana;5 tahun lalu;positif;Museum Keraton;Penuh sejarah
Story Bola;5 tahun lalu;Positif;Museum Keraton;Musium peninggalan raja
Rendra Warits;5 tahun lalu;Positif;Museum Keraton;Keraton satu satunya di Jawa Timur
Randi Wahyufirmansyah;5 tahun lalu;Positif;Museum Keraton;Kapan k sini lagi
Riddwan Widiyantoro;5 tahun lalu;Positif;Museum Keraton;Bagus polll
Rodi yanto;5 tahun lalu;Positif;Museum Keraton;Wisata religi
Yudie sofyan;5 tahun lalu;Positif;Museum Keraton;Wisata budaya
Hilmy mufli;5 tahun lalu;Positif;Museum Keraton;Alhamdulillah terbantu....
NAVIS ZUHDI;5 tahun lalu;Positif;Museum Keraton;Mantap
ayyien SNB;5 tahun lalu;Positif;Museum Keraton;Bagus
Salmiyatun Yusma;5 tahun lalu;Positif;Museum Keraton;Mantap
Rahman Aundjan;5 tahun lalu;Positif;Museum Keraton;Bagus
novidha satya ningtyas;5 tahun lalu;Positif;Museum Keraton;Bersih
Abrori Mannan;5 tahun lalu;Positif;Museum Keraton;Sangat original
Didik Frendi;5 tahun lalu;Positif;Museum Keraton;Sejuk
Achmad irvan huda;5 tahun lalu;Positif;Museum Keraton;Keren
novairi husaini;5 tahun lalu;Positif;Museum Keraton;Musim keraton sumenep
Jhon Borneo;5 tahun lalu;Positif;Museum Keraton;Mantap
Deby Alivia;5 tahun lalu;Positif;Museum Keraton;Mayan
Rendra Apriyanto;5 tahun lalu;Positif;Museum Keraton;Kunjungan lapangan ASI …
Krisna Suharto;5 tahun lalu;Positif;Museum Keraton;Masih ada sisa-sisa kejayaan Kerajaan Madura di masa lampau yang bisa diceritakan kepad …
Hanif Nur S;5 tahun lalu;Positif;Museum Keraton;HTMnya murah, ada juga guide yang menjelaskan kisah kerajaan Sumene …
Graeme Ts;5 tahun lalu;Negatif;Museum Keraton;Museum kecil yang menarik. Agak rusak tetapi beberapa pameran bagus.
Sugiyanto Sugiyanto;5 tahun lalu;Positif;Museum Keraton;Tempat yang bagus untuk mempelajari sejarah …
Afwan Syairozi;5 tahun lalu;Positif;Museum Keraton;Membayangkan Madura jaman dulu, transportasi seperti apa, bagaimana mata pencaharian masyarakat jaman …
Ahmad Fauzih;5 tahun lalu;Positif;Museum Keraton;Sangat bermanfaat mengingat keberhasilan kerajaan S …
Yasmine Nurmala;5 tahun lalu;Positif;Museum Keraton;Terlalu sederhana dan tempat yang …
achmad nizar;5 tahun lalu;Positif;Museum Keraton;Banyak sejarah lokal yang bisa A …
Muhamad Samudi Yasir;5 tahun lalu;Positif;Museum Keraton;beberapa item yang ditampilkan terlihat perlu pemelihar …
Teddy Rozarius;5 tahun lalu;Positif;Museum Keraton;Kesuksesan Sumenep bisa kita hormati...
alief sambogo;5 tahun lalu;Positif;Museum Keraton;Bagus
Musiroh Talib;5 tahun lalu;Positif;Museum Keraton;Sangat ba …
Martin Hughes;5 tahun lalu;Positif;Museum Keraton;Gamelan minggu saja
olivia lauw;5 tahun lalu;Positif;Museum Keraton;Tempat yang sangat i …
Thanawat Tangpornpisit;5 tahun lalu;Positif;Museum Keraton;Banyak barang-barang …
Hari Oko;5 tahun lalu;Positif;Museum Keraton;melay …
Noor Widyaningsih;5 tahun lalu;Positif;Museum Keraton;Luar biasa
fajar yuli prasetyo;5 tahun lalu;Positif;Museum Keraton;tempat yang …
Muslimah Ahsan;5 tahun lalu;Positif;Museum Keraton;Tempat ter …
angel amalia;5 tahun lalu;Positif;Museum Keraton;Sep …
TaeKwonDo Kidz;5 tahun lalu;Positif;Museum Keraton;Sangat kun …
TV Madura;5 tahun lalu;Positif;Museum Keraton;Policeline.co
NFN Chanel;6 bulan lalu;Positif;Museum Keraton;Masi terawat, saya sering ngajak anak saya main ke keraton sumenep.
Rahman Esto;6 bulan lalu;Positif;Museum Keraton;Silaturahmi Bupati dan Wakil Bupati Sumenep bersama Para Ulama, Habaib, Tokoh Masyarakat dan Santunan Anak Yatim di Pendopo Keraton Sumenep Tahun 2023
Dhian Resti;6 bulan lalu;Positif;Museum Keraton;kesini gara2 tiktok ap jga ada yang jualan ramuan buat promil
tomi jomaliawan;6 bulan lalu;Positif;Museum Keraton;Hanya lewat untuk mengikuti rapat di Rumah Dinas Bupati
Aank Sapudi;6 bulan lalu;Positif;Museum Keraton;Mantap
Sudi Pratikno;6 hari lalu;Positif;Museum Keraton;Bagus untuk menjadi tujuan destinasi wisata edukasi dan sejarah. Satu-satunya keraton yang masih ada di Provinsi Jawa Timur.
kurnia indah;7 bulan lalu;Positif;Museum Keraton;Infonya buka jm 7 udh nunggu dr jm 6.30 smpe jm 8 kita rombongan dr surabaya kecewa bgt siih asli
taufiex jungle;7 bulan lalu;Positif;Museum Keraton;Tuk kenal sejarah kerajaan sumenep
Aku Kakeh;7 bulan lalu;Positif;Museum Keraton;Super sekali bisa menginjakkan kaki di area keraton dan belajar sejarah
Purwito Haddi23;7 bulan lalu;Positif;Museum Keraton;Bagus
fatihur raihandi reihan;8 bulan lalu;Positif;Museum Keraton;sebuah tempat yang masih menyimpan aset2 kerjaan madura serta di pelihara dengan baik
Ninis Nugrahaini;8 bulan lalu;Positif;Museum Keraton;Suka ada semacam pemandu wisatanya. Jadi di jelasin juga ttg tempat yg saat itu qt kunjungi
Putra Chajar;8 bulan lalu;Positif;Museum Keraton;"Peninggalan bersejarah keraton sumenep, masyaallah keren banget ?? Terimakasih Mas Rian sudah menemani kami keliling keraton hari ini, memberikan penjelasan sedetail-detailnya, telaten, kalem, ramah. Saya setuju kalau ke sumenep memang sebaiknya menginap, seperti arti kata sumenep dalam bahasa madura ""songennep"" ???? …"
Gregorius Putut;8 bulan lalu;Positif;Museum Keraton;Msh terawat dan terjaga kultur nya. Pesan but yg bikin event disini, saat sound check, hrs pakai musik gamelan/tradisional
Abdul Haris Mekkasân;8 bulan lalu;Positif;Museum Keraton;Tempatnya bagus banyak peninggalan sejarah keraton Sumenep Zaman dahulu
Jejak Slamet;8 bulan lalu;Positif;Museum Keraton;Banyak pengginggalan bersejarah...konstruksi identik dengan maajid Sumenep
fadhilla marmer digitalbas03;9 bulan lalu;Positif;Museum Keraton;Keraton sumenep, Satu²nya keraton di madura yg masih bisa di kunjungi, bangunan masih berdiri kokoh dan terawat, skrng ada tour ladernya, dia sngt ramah dan sngt detail penjelasannya
Iqbal Muhammad Fajar;9 bulan lalu;Positif;Museum Keraton;Tidak lengkap ke Sumenep tanpa mengunjungi tempat ini. Bapak pegawainya juga ramah ?? …
Agus Riadi;9 bulan lalu;Positif;Museum Keraton;Luar biasa,baru 1x kesana..
M. Misnawi;9 bulan lalu;Positif;Museum Keraton;Banyak pengalaman yg saya tahu lewat peninggalan raja raja Sumenep
Fathor Rahman;9 bulan lalu;Positif;Museum Keraton;Bukti kuat nilai sejarah madura...
Halili Mohammad;9 bulan lalu;Positif;Museum Keraton;Bagus cocok untuk menambah wawasan
BID. PEMBINAAN SD SUMENEP;9 bulan lalu;Positif;Museum Keraton;Sangat mengapresiasi dan eksotis
F Eva Triatmojo;9 bulan lalu;Positif;Museum Keraton;Luar biasa
A'yunk Doank;9 bulan lalu;Positif;Museum Keraton;Keren
Chalily Abdullah;9 bulan lalu;Positif;Museum Keraton;Bagus
Roma Hudi;sebulan lalu;Positif;Museum Keraton;BerkunjC2:C1033ung karena ada kegiatan di pendopo bersama perwakilan teman2 se Jawa timur. Kesan pertama masuk serasa arena syuting film jaman kerajaan, hla emang ternyata area keraton. Ornamen judul dan unik. Banyak ukiran dan berbagai macam …
Vera Prayuwati;sebulan lalu;Positif;Museum Keraton;Terima kasih atas jamuan Bapak Bupati kepada rombongan Erci Region Jatim. Sumenep masih sangat menghargai peninggalan sejarah nya
odiegera;sebulan lalu;Positif;Museum Keraton;Bagi yg pergi ke Sumenep wajib mampir kesini. Ada petugas pendamping (Guide) yg orangnya seru banget & lucu, setiap spot akan dijelaskan secara rinci sejarah/kisahnya. Keren ?? …
Febry Alvan santana;sebulan lalu;Positif;Museum Keraton;Tempat yg sangat bersejarah d sumenep... apalagi sekarang ada event tahunan di area keraton sumenep Madura Ethnic Carnival.. Kereeenn
Novan Yahya;sebulan lalu;Positif;Museum Keraton;Tidak ada pemberitahuan di media sosial bagian wisata terkait kalo ada kegiatan sehingga museum ditutup. Sehingga jauh2 datang untuk berkunjung tidak bisa masuk.
Gus Dayat;sebulan lalu;Positif;Museum Keraton;Sebagai salah satu peninggalan bersejarah di kabupaten Sumenep, yg pernah ditempati oleh raja2
Irfan Jaya;sebulan lalu;Positif;Museum Keraton;Tempatnya bagus dan juga multifungsi untuk pembelajaran juga biss
Kurniadi Wijaya;sebulan lalu;Positif;Museum Keraton;Bagus & Lestari
Widhi Widhi;sebulan lalu;Positif;Museum Keraton;Koleksix kaya di film kolosal
Fahrur Rozi;sebulan lalu;Positif;Museum Keraton;Cukup bagus dan menarik
Siswanto;sebulan lalu;Positif;Museum Keraton;Bersih
SOKHIB Trans;sebulan lalu;Positif;Museum Keraton;Bagus
akhmad saiffudin;sebulan lalu;Positif;Museum Keraton;Cagar budaya
Shinta Ratna Ayu;seminggu lalu;Positif;Museum Keraton;Tong-tong kemarin didepan museum Keraton.. ramee bgtt ya pas ada event2 kyak gini dket dgn pusat kota yaitu taman bunga..
A. ramadhan;seminggu lalu;Positif;Museum Keraton;Benda2 koleksi museum cukup baik, terawat walaupun jmlnya masih terbatas yg dpt ditampilkan. Moga kedepan pihak museum bs menambah koleksinya
KP Lau;seminggu lalu;Positif;Museum Keraton;Tempat bersejarah dengan sejumlah artefak dan pajangan yang  …
fhyt 3;setahun lalu;Positif;Museum Keraton;"Rombongan ziarah Madura Masuk bayar 5k per orang Banyak perabot peninggalan raja"" zaman terdahulu dan beberapa ada yg di duplikat …"
Gus Adie AL-Jailani;setahun lalu;Positif;Museum Keraton;Tempat Yang Paling Amazing dan bernilai di kabupaten Sumenep, dan satu2nya keraton yang masih ada di Propinsi Jawa Timur... kamu harus dateng ya, rasakan suasana keindahan Keraton Soengennep
Budi Setiawan;setahun lalu;Positif;Museum Keraton;Bekas pusat kerajaan Sumenep yang masih tersisa dan terawat
El_die putra Sumadi;setahun lalu;Positif;Museum Keraton;Mantap, dipandu langsung,tiket murah cuman berkisar 3000 tpi ini kalau rombongan kata guidnya, tempat yg srmpurna untuk mengenal dan mengenang sejarah
Ki Amrun;setahun lalu;Positif;Museum Keraton;Tempat ini sering saya kunjungi karena tempat ini sangat sejuk adem nyaman enak buat nyantai liat pengunjung dari luar Madura pelayanan sangat ramah.
Fiona Anastasia S P A (Yoona);setahun lalu;Positif;Museum Keraton;Bagus kok tempatnya tur nya juga enak, biasanya pengunjung datang secara rombongan kalau saya sendiri datang dengan sepupu saya, banya tempat foto dan beberapa peninggalan sejarah. Tapi beberapa sudah hancur apa mungkin karena kurang …
Aryan;setahun lalu;Positif;Museum Keraton;Sangat cocok untuk mengetahui sejarah raja raja dan ratu khususnya di daerah pulau Madura...
Lely Kartika Sari;setahun lalu;Positif;Museum Keraton;Tempat keraton bersejarah yg msh ada d daerah sumenep madura....bagus bs menambah ilmu pengetahuan
Yusuf SyfeL4;setahun lalu;Positif;Museum Keraton;Sangat megah & bersejarah... Tetap terjaga di lestarikan sampai saat ini
Rhiyananta Catur Yudowicitro;setahun lalu;Positif;Museum Keraton;Tempat ini merupakan satu-satunya Kraton yang masih utuh di Provinsi Jawa Timur
Wari Irawan;setahun lalu;Positif;Museum Keraton;Salut kepada pengelola tempat ini, karena banyak peninggalan kerajaan yang masih utuh dan terawat dengan baik
Anang Subianto (Anang);setahun lalu;Positif;Museum Keraton;Tempat nya bagus,,cm klu pas hari minggu kita kesulitan utk kelokasi,,sbab akses jalan di gunakan utk pasar minggu
Akhmad Sayogyo;setahun lalu;Positif;Museum Keraton;Salah satu peninggalan bersejarah
Moistury Zidan's;setahun lalu;Positif;Museum Keraton;Alhamdulillah puja puji syukur kehadirat Allah SWT, yang telah memberikan nikmati iman dan Islam, sehingga kita sebagai umat-Nya dengan sekuat tenaga dan kemampuannya, bisa menciptakan fitur ini sungguh luar biasa,,, ???????? …
Nani Ayuditya;setahun lalu;Positif;Museum Keraton;Disini tempatnya Sakral, jadi kalau main ke sini jangan melakukan hal-hal aneh terlebih kalau sampai melakukan sesuatu yang bisa merusak. Jangan ya?? …
bobby charlez;setahun lalu;Positif;Museum Keraton;Belajar sejarah adalah satu hal yg menyenangkan
dicky Moch rizal;setahun lalu;Positif;Museum Keraton;Tempat bersejarah yang sangat penting bagi rakyat Madura. Harus ada perbaikan fasilitas dan gedung yg sdh banyak yg rusak/bocor atapnya
HARYADI KURNIAWAN;setahun lalu;Positif;Museum Keraton;Museum kraton sumenep adalah museum kerajaan satu satunya di Madura yang terjaga keotentikannya, inilah bukti keraton Madura pernah berdiri, pemerintah daerah kabupaten Sumenep adalah pemkab yang oke dalam menjaga kelestarian budaya daerah. …
YUDY HERLAMBANG;setahun lalu;Positif;Museum Keraton;Peninggalan budaya yg masih tersisa di daerah Sumenep yg di tempatkan dalam suatu musium. Kita bisa mempelajari budaya peninggalan kerajaan Sumenep pada masa lalu. Dan kita harus bisa melestarikan dan mengapresiasi budaya masa lalu.
Rony Sastra;setahun lalu;Positif;Museum Keraton;Museum guide nya sangat ramah dan informatif. Membuat saya lebih mengerti tentang sejarah kerajaan sumenep dan kearifan lokal setempat sehingga saya bangga menjadi rakyat NKRI
Lo Itoh;setahun lalu;Positif;Museum Keraton;Ada tempat tidur Adipati Abdulrachman yg berarsitektur Tiongkok dan Alquran 30 Zus tulisan tgn adipati Abdukrachman yg konon ditulis tanpa jeda dlm.24 jam sj
Ummi Faridlah;setahun lalu;Positif;Museum Keraton;Tempat bersejarah bagi kota Sumenep dengan suasana yang nyaman dan teduh...terasa sakral dengan bagian² yang penuh sejarah...
Juhari JOjoh (JOH);setahun lalu;Positif;Museum Keraton;Sangat menyenangkan dan bisa mengetahui terkait sejarah pada waktu kerajaan di sumenep Mantap
Amar Hasyim;setahun lalu;Positif;Museum Keraton;Keraton songenep
Marbot Masjid;setahun lalu;Positif;Museum Keraton;Bersyukur bisa belajar Sejarah Kerajaan-kerajaan di Indonesia salah satunya di Pulau Madura
Adi Cakep07;setahun lalu;Positif;Museum Keraton;Tempatnya sungguh menyenangkan
Rifky Yudha Mahendra;setahun lalu;Positif;Museum Keraton;Dengan harga yg terjangkau, kita mendapat pengetahuan yg luar biasa terkait peninggalan  keraton Sumenep dari jaman dulu
Fikri Zainurrahman;setahun lalu;Positif;Museum Keraton;Salahsatu peninggalan sejarah yang ada di Sumenep, didalamnya ada berbagai macam benda peninggalan raja-raja sumenep
Annisa Rahmawati;setahun lalu;Negatif;Museum Keraton;Masih banyak pengunjung yang buang sampah sembarangan. Mungkin bisa lebih diperbanyak tempat sampah
Fast Track Pro;setahun lalu;Positif;Museum Keraton;Peninggalan sejarah yang unik
syarif gokilz;setahun lalu;Positif;Museum Keraton;Tempat sangat sakral dan bagus ada kolam ikan dan banyak mengandung sejarah di dalamnya
Heru Djatmika;setahun lalu;Positif;Museum Keraton;Kereen …
Operator 44;setahun lalu;Positif;Museum Keraton;Keraton Sumenep adalah tempat kediaman resmi para Adipati/Raja-Raja selain sebagai tempat untuk menjalankan roda pemerintahan. Kerajaan Sumenep
noer Laili;setahun lalu;Positif;Museum Keraton;Bersih dan pemandunya
Afif Yanto;setahun lalu;Positif;Museum Keraton;Gak ada bosennya meski sudah berapakali kesini kareba nilai sejarah begitu tinggi
Win Mobilio;setahun lalu;Positif;Museum Keraton;Tempat penuh sejarah sumenep
Dockoen Kuncoro;setahun lalu;Positif;Museum Keraton;Napak tilas kerajaan  Sumenep...
Simpel Sampel;setahun lalu;Positif;Museum Keraton;Sejarah yg pernah ada dan tdk pernh saya tau keberadaannya dulu
AGUS SANTOSO;setahun lalu;Positif;Museum Keraton;Yang terbaru tahun 2022 terus lebih maju dan berkembang
Kriusss Channel;setahun lalu;Positif;Museum Keraton;Senang bisa berkunjung ke sini, tempat yang indah penuh dengan sejarah..
Hairul Anwar;setahun lalu;Positif;Museum Keraton;Sangat keren, nuansa sejarah-budaya sangat kental
Nur Rochmah Irawati;setahun lalu;Positif;Museum Keraton;?????? …
Alfarisi Waris;setahun lalu;Positif;Museum Keraton;Bagus
Widi Yanto;setahun lalu;Positif;Museum Keraton;Menyimpan berbagai informasi Semenep yang kaya dengan berbagai budaya lokal
Yudi Hermawan;setahun lalu;Positif;Museum Keraton;Alhamdulilah kesampaian juga 19 feb 2022 di sumenep
mila hendriana;setahun lalu;Positif;Museum Keraton;Tempatnya bagus, bisa foto prewedding juga
Imank;setahun lalu;Positif;Museum Keraton;Bagus banget sayangnya toilet kurang di perhatikan
akh mufris;setahun lalu;Positif;Museum Keraton;Museum Sumenep merupakan tempat penyimpanan benda-benda bersejarah peninggalan keraton Sumenep
Samil on 7;setahun lalu;Positif;Museum Keraton;Bagus sekali
AHYAK ULUMUDDIN;setahun lalu;Positif;Museum Keraton;Salah satu musium yg masih utuh di Madura hanya musium keraton sumenep
Anna Zeva;setahun lalu;Positif;Museum Keraton;Tempatnya bagus. Petugasnya ramah dan baik
Arief Santoso;setahun lalu;Positif;Museum Keraton;Keraton sumenep peninggalan zaman dahulu yg bagus untuk dikunjungi
Rahiki Maktum;setahun lalu;Positif;Museum Keraton;Bagus dan pemandunya ramah sekali
Abdul Khayat;setahun lalu;Positif;Museum Keraton;Tempat penyimpanan barang2 lama bersejarah,,
Helyatul Fikriyah;setahun lalu;Positif;Museum Keraton;Mungkin pelayanan nya peelu di tingjatkan lagi
Rully Kadher;setahun lalu;Positif;Museum Keraton;Tetep terpelihara untuk saksi sejarah
Iffah Asith;setahun lalu;Positif;Museum Keraton;Lengkap dengan museum peninggalan raja2 sumenep
Yoepy Priyono;setahun lalu;Positif;Museum Keraton;Parkiran luas dan tempat kuliner juga ada
thoyib chenell;setahun lalu;Positif;Museum Keraton;Cukup baik
singgih andi;setahun lalu;Positif;Museum Keraton;Tempat bersejarah yg luar biasah ?? …
Laisa Tude;setahun lalu;Positif;Museum Keraton;Sangat Berkesan Bisa Berkunjung Di Keraton Sumenep
Reza Nurwansyah;setahun lalu;Positif;Museum Keraton;Museum pada umumnya
Khalid Faruqi;setahun lalu;Positif;Museum Keraton;Tempat yg nyaman untuk dikunjungi
???d? ?Le?ge?n?d?;setahun lalu;Positif;Museum Keraton;Masjid sangat bagus
Anisa;setahun lalu;Positif;Museum Keraton;Tempat bersejarah wajib dikunjungi
Ali Farid Ayek;setahun lalu;Positif;Museum Keraton;Perlu penataan lagi
Ustadz Rohim369;setahun lalu;Positif;Museum Keraton;Museum yang sangat bersejarah
Nacier 90;setahun lalu;Positif;Museum Keraton;Menambah wawasan tentang sejatah...
Dwi Fitra Afandani;setahun lalu;Positif;Museum Keraton;Satu satunya keraton di madura
Wahyu Widaryatmo;setahun lalu;Positif;Museum Keraton;Budaya modern dijamannya
Haikal MA;setahun lalu;Positif;Museum Keraton;Sangat Mengedukasi
nurman inonk;setahun lalu;Positif;Museum Keraton;Karton tertua dan keramat
feddry permana;setahun lalu;Positif;Museum Keraton;Sejarah sonegenep
ANNAS SUMAR;setahun lalu;Positif;Museum Keraton;Sejuk
Achmad Hendra Suryadi;setahun lalu;Positif;Museum Keraton;Luar biasa
Mamik Siswanto;setahun lalu;Positif;Museum Keraton;Bagus
Nur Aziz;setahun lalu;Positif;Museum Keraton;Ramah masyarakat sumenep
Agus Winarto;setahun lalu;Positif;Museum Keraton;Mantap
AS MUKHLIS;setahun lalu;Positif;Museum Keraton;Siip
Badrul Akhmadi;setahun lalu;Positif;Museum Keraton;Legenda
Belgis Calysta;setahun lalu;Positif;Museum Keraton;Kearifan Lokal
Solihin Nasrudin;setahun lalu;Positif;Museum Keraton;Pemandu yang familier
muhammad annas;setahun lalu;Positif;Museum Keraton;Bagus
Arifin Sajhuma;setahun lalu;Positif;Museum Keraton;Bagus
Mursid muflih Muflih;setahun lalu;Positif;Museum Keraton;Mantan
Mol Yadi;setahun lalu;Positif;Museum Keraton;Kota Sumenep
sitti aisyah;setahun lalu;Positif;Museum Keraton;Mengesankan
Paparenx Electro;setahun lalu;Positif;Museum Keraton;Sangat bagus dan penuh kenang …
Andik Tohari;setahun lalu;Positif;Museum Keraton;Tempat yang bagus untuk dikunjungi. Anda akan belajar banyak tentang sejarah Madura, khususnya Sumenep. Sebelum pulang, Anda bisa membeli beberapa oleh-oleh otentik di toko  …
Laurent Roger Jacob;setahun lalu;Positif;Museum Keraton;Yang paling kami hargai adalah keramahan staf. Museumnya tutup, tapi dibuka karena kami datang dari jauh. Bagus bukan?
Ronald Purba;setahun lalu;Positif;Museum Keraton;Sangat  …
Age Suharsohadi Bambang S;setahun lalu;Positif;Museum Keraton;warisan
Veramita Dwi;setahun lalu;Positif;Museum Keraton;tempat bersejara …
